layer,drift,normalized_weight,raw_rank,allocated_rank
1,0.4439957020496777,0.07654060558216562,7.347898135887899,7
2,0.3089059464806239,0.05325242587351338,5.112232883857285,5
3,0.2998108199913934,0.05168451319751588,4.9617132669615245,5
4,0.321646898938236,0.05544884401967395,5.323089025888699,5
5,0.3206206430903507,0.05527192734296568,5.3061050249247055,5
6,0.3330230990581729,0.057409991937061776,5.51135922595793,6
7,0.3390203380757277,0.058443858490511605,5.6106104150891145,6
8,0.4554177695345333,0.07850966059385893,7.536927417010457,8
9,0.6138219250497682,0.105817019502732,10.158433872262272,10
10,0.6117639822293954,0.1054622498754639,10.124375988044534,10
11,0.7815523577158446,0.13473213924725536,12.934285367736514,13
12,0.9712068934970424,0.16742676433728196,16.072969376379067,16
