layer,drift,normalized_weight,raw_rank,allocated_rank
1,0.0,0.14780494963806223,14.189275165253974,14
2,0.0,0.13424063865334154,12.887101310720787,13
3,0.0,0.11269127922364182,10.818362805469615,11
4,0.0,0.03504696642826413,3.3645087771133566,3
5,0.0,0.050908918331111316,4.887256159786686,5
6,0.0,0.10990524713799821,10.550903725247828,10
7,0.0,0.12420885130252496,11.924049725042396,12
8,0.0,0.002574876195323117,0.2471881147510192,1
9,0.0,0.025665794436111337,2.4639162658666884,2
10,0.0,0.1378652824390063,13.235067114144606,13
11,0.0,0.018186371836586317,1.7458916963122864,2
12,0.0,0.10090082437802868,9.686479140290754,10
