layer,drift,normalized_weight,raw_rank,allocated_rank
1,0.1981195211410522,0.08728773391820933,8.379622456148097,8
2,0.2286847829818725,0.07562114075338351,7.259629512324818,7
3,0.2061632871627807,0.08388207385229277,8.052679089820106,8
4,0.2107763290405273,0.08204623439690467,7.8764385021028485,8
5,0.2213841676712036,0.07811490911479886,7.499031275020691,8
6,0.2421046495437622,0.07142945927116551,6.857228090031889,7
7,0.2379144430160522,0.0726874920754552,6.977999239243699,7
8,0.2093895673751831,0.0825896166133156,7.928603194878297,8
9,0.2017991542816162,0.08569611762171193,8.226827291684346,8
10,0.2046551704406738,0.0845002060588133,8.112019781646076,8
11,0.1853752136230468,0.09328865303707475,8.955710691559176,9
12,0.1681315898895263,0.10285636328687453,9.874210875539955,10
