layer,drift,normalized_weight,raw_rank,allocated_rank
1,0.1011508703231811,0.08641708373927087,8.296040038970004,8
2,0.1057250499725341,0.09032498156094704,8.671198229850916,9
3,0.0867356061935424,0.07410156847544216,7.113750573642448,7
4,0.0867587327957153,0.07412132642226156,7.11564733653711,7
5,0.0858036279678344,0.07330534358763982,7.037312984413423,7
6,0.0816888809204101,0.06978995673009646,6.699835846089259,7
7,0.0776320695877075,0.06632406658468819,6.367110392130066,6
8,0.0709161758422851,0.06058641993540168,5.816296313798562,6
9,0.091287612915039,0.0779905231109926,7.48709021865529,8
10,0.1224299669265747,0.10459663540497786,10.041276998877875,10
11,0.1239829063415527,0.10592337134938837,10.168643649541284,10
12,0.1363847255706787,0.11651872309889348,11.185797417493774,11
