layer,drift,normalized_weight,raw_rank,allocated_rank
1,0.4702351106766976,0.07738196860836305,7.428668986402853,7
2,0.3327117974820865,0.05475110914482952,5.256106477903634,5
3,0.3222195261623439,0.05302449921830499,5.090351924957279,5
4,0.343280532431047,0.056490301938990864,5.423068986143123,5
5,0.3437510155132296,0.05656772471383179,5.430501572527852,6
6,0.3646469921494205,0.0600063701305381,5.760611532531657,6
7,0.3711789569575509,0.0610812713538991,5.863802049974313,6
8,0.4860200219977306,0.07997953626036632,7.678035480995167,8
9,0.6431532606142567,0.10583740833728648,10.160391200379502,10
10,0.6306806860139678,0.10378491937108379,9.963352259624044,10
11,0.7827255975560443,0.12880545549200204,12.365323727232195,12
12,0.9862012042825452,0.16228943543050384,15.579785801328368,16
