layer,drift,normalized_weight,raw_rank,allocated_rank
1,0.4439957020496777,0.07827447739876052,7.5143498302810094,8
2,0.3089059464806239,0.11250521914153827,10.800501037587674,11
3,0.2998108199913934,0.11591820191744487,11.128147384074708,11
4,0.321646898938236,0.10804870608799352,10.372675784447377,10
5,0.3206206430903507,0.10839455285553781,10.40587707413163,10
6,0.3330230990581729,0.10435771987795683,10.018341108283856,10
7,0.3390203380757277,0.10251164133728075,9.841117568378952,10
8,0.4554177695345333,0.07631132092273486,7.325886808582547,7
9,0.6138219250497682,0.05661826393538916,5.435353337797359,6
10,0.6117639822293954,0.056808724883153,5.453637588782688,6
11,0.7815523577158446,0.044467311166300115,4.268861871964811,4
12,0.9712068934970424,0.03578386047591033,3.4352506056873917,3
