layer,drift,normalized_weight,raw_rank,allocated_rank
1,0.4740055090212627,0.07783193630634601,7.471865885409217,8
2,0.3347863727469506,0.05497208607063767,5.277320262781217,5
3,0.3248637403701764,0.05334278498353631,5.120907358419486,5
4,0.3460008912454482,0.05681351549048488,5.454097487086548,5
5,0.3470265539577549,0.056981929809256995,5.470265261688672,5
6,0.3682484007823239,0.060466567432485116,5.804790473518571,6
7,0.3746536185194095,0.06151830731620609,5.905757502355785,6
8,0.4889405515303257,0.08028427758756479,7.70729064840622,8
9,0.642954859895345,0.10557350231342003,10.135056222088323,10
10,0.6279585023814407,0.1031110930784315,9.898664935529425,10
11,0.778961966015529,0.12790593562756905,12.27896982024663,12
12,0.9817148846363372,0.16119806398406164,15.475014142469917,16
