layer,drift,normalized_weight,raw_rank,allocated_rank
1,0.1933313608169555,0.07793465646959173,7.481727021080806,7
2,0.222354769706726,0.08963441067316522,8.60490342462386,9
3,0.1990337371826172,0.0802333665249093,7.702403186391292,8
4,0.2040718793869018,0.08226431422153067,7.897374165266944,8
5,0.2137292623519897,0.0861573444086611,8.271105063231467,8
6,0.2342181205749511,0.09441669829885843,9.064003036690409,9
7,0.2306764125823974,0.09298898478901244,8.926942539745195,9
8,0.2051966190338134,0.08271771297499404,7.9409004455994285,8
9,0.2049903869628906,0.08263457785644698,7.93291947421891,8
10,0.2130534648895263,0.08588492071672851,8.244952388805938,8
11,0.1895076036453247,0.07639324487276171,7.333751507785124,7
12,0.1705217361450195,0.0687397681933398,6.59901774656062,7
